"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"REACTOME_PATHWAY","Complex I biogenesis","0.39%","69","8945","69","11494","5.98e-7","9.68e-6","1.28","1.59e-3","8.02e-6","2.89e-8"
"REACTOME_PATHWAY","Nervous system development","2.77%","489","8945","569","11494","6.29e-7","1.01e-5","1.10","1.67e-3","8.39e-6","3.59e-7"
"REACTOME_PATHWAY","Regulation of APC/C activators between G1/S and early anaphase","0.38%","68","8945","68","11494","7.58e-7","1.21e-5","1.28","2.01e-3","1.01e-5","3.72e-8"
"REACTOME_PATHWAY","SUMOylation of DNA damage response and repair proteins","0.44%","77","8945","78","11494","8.02e-7","1.28e-5","1.27","2.13e-3","1.06e-5","6.98e-8"
"REACTOME_PATHWAY","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)","0.53%","93","8945","96","11494","8.28e-7","1.31e-5","1.24","2.20e-3","1.09e-5","1.20e-7"
"REACTOME_PATHWAY","Antigen processing-Cross presentation","0.52%","92","8945","95","11494","1.02e-6","1.60e-5","1.24","2.72e-3","1.33e-5","1.50e-7"
"REACTOME_PATHWAY","Unfolded Protein Response (UPR)","0.52%","92","8945","95","11494","1.02e-6","1.60e-5","1.24","2.72e-3","1.33e-5","1.50e-7"
"REACTOME_PATHWAY","Nuclear events mediated by NFE2L2","0.48%","84","8945","86","11494","1.08e-6","1.68e-5","1.26","2.87e-3","1.39e-5","1.29e-7"
"REACTOME_PATHWAY","Platelet activation, signaling and aggregation","1.35%","238","8945","266","11494","1.09e-6","1.68e-5","1.15","2.88e-3","1.39e-5","4.53e-7"
"REACTOME_PATHWAY","FCERI mediated MAPK activation","0.52%","91","8945","94","11494","1.27e-6","1.92e-5","1.24","3.36e-3","1.59e-5","1.87e-7"
"REACTOME_PATHWAY","Eukaryotic Translation Termination","0.52%","91","8945","94","11494","1.27e-6","1.92e-5","1.24","3.36e-3","1.59e-5","1.87e-7"
"REACTOME_PATHWAY","Selenocysteine synthesis","0.52%","91","8945","94","11494","1.27e-6","1.92e-5","1.24","3.36e-3","1.59e-5","1.87e-7"
"REACTOME_PATHWAY","Signaling by TGFB family members","0.84%","148","8945","160","11494","1.67e-6","2.53e-5","1.19","4.44e-3","2.09e-5","4.99e-7"
"REACTOME_PATHWAY","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins","0.36%","64","8945","64","11494","1.96e-6","2.92e-5","1.28","5.21e-3","2.42e-5","1.02e-7"
"REACTOME_PATHWAY","Dual incision in TC-NER","0.36%","64","8945","64","11494","1.96e-6","2.92e-5","1.28","5.21e-3","2.42e-5","1.02e-7"
"REACTOME_PATHWAY","Gap-filling DNA repair synthesis and ligation in TC-NER","0.36%","64","8945","64","11494","1.96e-6","2.92e-5","1.28","5.21e-3","2.42e-5","1.02e-7"
"REACTOME_PATHWAY","RHOC GTPase cycle","0.41%","73","8945","74","11494","1.99e-6","2.92e-5","1.27","5.28e-3","2.42e-5","1.82e-7"
"REACTOME_PATHWAY","ISG15 antiviral mechanism","0.41%","73","8945","74","11494","1.99e-6","2.92e-5","1.27","5.28e-3","2.42e-5","1.82e-7"
"REACTOME_PATHWAY","TCR signaling","0.62%","109","8945","115","11494","2.33e-6","3.40e-5","1.22","6.16e-3","2.81e-5","5.04e-7"
"REACTOME_PATHWAY","Binding and Uptake of Ligands by Scavenger Receptors","0.58%","102","8945","107","11494","2.46e-6","3.58e-5","1.22","6.53e-3","2.96e-5","4.88e-7"
"REACTOME_PATHWAY","APC/C:Cdc20 mediated degradation of mitotic proteins","0.36%","63","8945","63","11494","2.49e-6","3.59e-5","1.28","6.60e-3","2.97e-5","1.31e-7"
"REACTOME_PATHWAY","p75 NTR receptor-mediated signalling","0.54%","95","8945","99","11494","2.50e-6","3.59e-5","1.23","6.61e-3","2.97e-5","4.42e-7"
"REACTOME_PATHWAY","RAC2 GTPase cycle","0.49%","87","8945","90","11494","2.93e-6","4.13e-5","1.24","7.77e-3","3.42e-5","4.52e-7"
"REACTOME_PATHWAY","Viral mRNA Translation","0.49%","87","8945","90","11494","2.93e-6","4.13e-5","1.24","7.77e-3","3.42e-5","4.52e-7"
"REACTOME_PATHWAY","RAB GEFs exchange GTP for GDP on RABs","0.49%","87","8945","90","11494","2.93e-6","4.13e-5","1.24","7.77e-3","3.42e-5","4.52e-7"
"REACTOME_PATHWAY","Peptide chain elongation","0.49%","87","8945","90","11494","2.93e-6","4.13e-5","1.24","7.77e-3","3.42e-5","4.52e-7"
"REACTOME_PATHWAY","Mitochondrial biogenesis","0.53%","94","8945","98","11494","3.06e-6","4.28e-5","1.23","8.10e-3","3.54e-5","5.46e-7"
"REACTOME_PATHWAY","Hedgehog 'on' state","0.40%","71","8945","72","11494","3.13e-6","4.36e-5","1.27","8.28e-3","3.61e-5","2.94e-7"
"REACTOME_PATHWAY","Interleukin-1 family signaling","0.75%","132","8945","142","11494","3.42e-6","4.73e-5","1.19","9.05e-3","3.92e-5","9.64e-7"
"REACTOME_PATHWAY","Regulation of HSF1-mediated heat shock response","0.40%","70","8945","71","11494","3.92e-6","5.40e-5","1.27","1.04e-2","4.47e-5","3.73e-7"
"REACTOME_PATHWAY","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint","0.35%","61","8945","61","11494","4.00e-6","5.46e-5","1.28","1.06e-2","4.52e-5","2.18e-7"
"REACTOME_PATHWAY","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","0.35%","61","8945","61","11494","4.00e-6","5.46e-5","1.28","1.06e-2","4.52e-5","2.18e-7"
"REACTOME_PATHWAY","FCERI mediated Ca+2 mobilization","0.52%","92","8945","96","11494","4.58e-6","6.22e-5","1.23","1.21e-2","5.15e-5","8.36e-7"
"REACTOME_PATHWAY","Antiviral mechanism by IFN-stimulated genes","0.80%","142","8945","154","11494","4.64e-6","6.26e-5","1.18","1.23e-2","5.19e-5","1.44e-6"
"REACTOME_PATHWAY","PCP/CE pathway","0.44%","77","8945","79","11494","4.95e-6","6.61e-5","1.25","1.31e-2","5.47e-5","6.44e-7"
"REACTOME_PATHWAY","ER-Phagosome pathway","0.44%","77","8945","79","11494","4.95e-6","6.61e-5","1.25","1.31e-2","5.47e-5","6.44e-7"
"REACTOME_PATHWAY","Cdc20:Phospho-APC/C mediated degradation of Cyclin A","0.34%","60","8945","60","11494","5.07e-6","6.67e-5","1.28","1.34e-2","5.53e-5","2.80e-7"
"REACTOME_PATHWAY","CDK-mediated phosphorylation and removal of Cdc6","0.34%","60","8945","60","11494","5.07e-6","6.67e-5","1.28","1.34e-2","5.53e-5","2.80e-7"
"REACTOME_PATHWAY","RHOQ GTPase cycle","0.34%","60","8945","60","11494","5.07e-6","6.67e-5","1.28","1.34e-2","5.53e-5","2.80e-7"
"REACTOME_PATHWAY","Eukaryotic Translation Elongation","0.52%","91","8945","95","11494","5.61e-6","7.34e-5","1.23","1.48e-2","6.08e-5","1.03e-6"
"REACTOME_PATHWAY","Beta-catenin independent WNT signaling","0.70%","123","8945","132","11494","5.78e-6","7.52e-5","1.20","1.53e-2","6.23e-5","1.59e-6"
"REACTOME_PATHWAY","Signaling by Interleukins","2.29%","405","8945","471","11494","5.80e-6","7.52e-5","1.10","1.53e-2","6.23e-5","3.30e-6"
"REACTOME_PATHWAY","SARS-CoV-2-host interactions","1.04%","184","8945","204","11494","6.44e-6","8.31e-5","1.16","1.70e-2","6.89e-5","2.50e-6"
"REACTOME_PATHWAY","Cell death signalling via NRAGE, NRIF and NADE","0.42%","75","8945","77","11494","7.61e-6","9.77e-5","1.25","2.00e-2","8.09e-5","1.02e-6"
"REACTOME_PATHWAY","Orc1 removal from chromatin","0.33%","58","8945","58","11494","8.13e-6","1.04e-4","1.28","2.14e-2","8.61e-5","4.64e-7"
"REACTOME_PATHWAY","Mitochondrial protein import","0.37%","66","8945","67","11494","9.63e-6","1.22e-4","1.27","2.53e-2","1.01e-4","9.69e-7"
"REACTOME_PATHWAY","RNA Polymerase II Transcription Termination","0.37%","66","8945","67","11494","9.63e-6","1.22e-4","1.27","2.53e-2","1.01e-4","9.69e-7"
"REACTOME_PATHWAY","Signaling by Hedgehog","0.71%","126","8945","136","11494","9.71e-6","1.22e-4","1.19","2.55e-2","1.01e-4","2.86e-6"
"REACTOME_PATHWAY","Role of phospholipids in phagocytosis","0.50%","88","8945","92","11494","1.02e-5","1.28e-4","1.23","2.68e-2","1.06e-4","1.95e-6"
"REACTOME_PATHWAY","Regulation of TP53 Activity through Phosphorylation","0.50%","88","8945","92","11494","1.02e-5","1.28e-4","1.23","2.68e-2","1.06e-4","1.95e-6"
"REACTOME_PATHWAY","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","0.32%","57","8945","57","11494","1.03e-5","1.28e-4","1.28","2.70e-2","1.06e-4","5.97e-7"
"REACTOME_PATHWAY","RHO GTPases Activate Formins","0.74%","131","8945","142","11494","1.12e-5","1.38e-4","1.19","2.93e-2","1.14e-4","3.46e-6"
"REACTOME_PATHWAY","Regulation of PTEN stability and activity","0.32%","56","8945","56","11494","1.30e-5","1.59e-4","1.28","3.40e-2","1.32e-4","7.68e-7"
"REACTOME_PATHWAY","Deadenylation-dependent mRNA decay","0.32%","56","8945","56","11494","1.30e-5","1.59e-4","1.28","3.40e-2","1.32e-4","7.68e-7"
"REACTOME_PATHWAY","TNF signaling","0.32%","56","8945","56","11494","1.30e-5","1.59e-4","1.28","3.40e-2","1.32e-4","7.68e-7"
"REACTOME_PATHWAY","trans-Golgi Network Vesicle Budding","0.41%","72","8945","74","11494","1.45e-5","1.75e-4","1.25","3.77e-2","1.45e-4","2.01e-6"
"REACTOME_PATHWAY","RHOG GTPase cycle","0.41%","72","8945","74","11494","1.45e-5","1.75e-4","1.25","3.77e-2","1.45e-4","2.01e-6"
"REACTOME_PATHWAY","APC/C:Cdc20 mediated degradation of Securin","0.31%","55","8945","55","11494","1.65e-5","1.96e-4","1.28","4.29e-2","1.62e-4","9.88e-7"
"REACTOME_PATHWAY","G1/S DNA Damage Checkpoints","0.31%","55","8945","55","11494","1.65e-5","1.96e-4","1.28","4.29e-2","1.62e-4","9.88e-7"
"REACTOME_PATHWAY","Intrinsic Pathway for Apoptosis","0.31%","55","8945","55","11494","1.65e-5","1.96e-4","1.28","4.29e-2","1.62e-4","9.88e-7"
"REACTOME_PATHWAY","Regulation of RAS by GAPs","0.31%","55","8945","55","11494","1.65e-5","1.96e-4","1.28","4.29e-2","1.62e-4","9.88e-7"
"REACTOME_PATHWAY","Cytosolic sensors of pathogen-associated DNA","0.36%","63","8945","64","11494","1.88e-5","2.22e-4","1.26","4.88e-2","1.84e-4","1.98e-6"
"REACTOME_PATHWAY","RNA Polymerase II Pre-transcription Events","0.44%","78","8945","81","11494","1.89e-5","2.23e-4","1.24","4.90e-2","1.84e-4","3.23e-6"
"REACTOME_PATHWAY","Leishmania parasite growth and survival","0.75%","133","8945","145","11494","2.06e-5","2.40e-4","1.18","5.33e-2","1.99e-4","6.80e-6"
"REACTOME_PATHWAY","Anti-inflammatory response favouring Leishmania parasite infection","0.75%","133","8945","145","11494","2.06e-5","2.40e-4","1.18","5.33e-2","1.99e-4","6.80e-6"
"REACTOME_PATHWAY","Activation of NF-kappaB in B cells","0.31%","54","8945","54","11494","2.08e-5","2.40e-4","1.28","5.39e-2","1.99e-4","1.27e-6"
"REACTOME_PATHWAY","Autodegradation of Cdh1 by Cdh1:APC/C","0.31%","54","8945","54","11494","2.08e-5","2.40e-4","1.28","5.39e-2","1.99e-4","1.27e-6"
"REACTOME_PATHWAY","Regulation of cholesterol biosynthesis by SREBP (SREBF)","0.31%","54","8945","54","11494","2.08e-5","2.40e-4","1.28","5.39e-2","1.99e-4","1.27e-6"
"REACTOME_PATHWAY","MAP kinase activation","0.35%","62","8945","63","11494","2.35e-5","2.68e-4","1.26","6.05e-2","2.22e-4","2.51e-6"
"REACTOME_PATHWAY","rRNA modification in the nucleus and cytosol","0.35%","62","8945","63","11494","2.35e-5","2.68e-4","1.26","6.05e-2","2.22e-4","2.51e-6"
"REACTOME_PATHWAY","Intra-Golgi and retrograde Golgi-to-ER traffic","1.08%","190","8945","213","11494","2.52e-5","2.86e-4","1.15","6.48e-2","2.37e-4","1.08e-5"
"REACTOME_PATHWAY","RAC3 GTPase cycle","0.51%","90","8945","95","11494","2.54e-5","2.87e-4","1.22","6.52e-2","2.38e-4","5.65e-6"
"REACTOME_PATHWAY","p53-Dependent G1 DNA Damage Response","0.30%","53","8945","53","11494","2.64e-5","2.94e-4","1.28","6.76e-2","2.44e-4","1.64e-6"
"REACTOME_PATHWAY","Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha","0.30%","53","8945","53","11494","2.64e-5","2.94e-4","1.28","6.76e-2","2.44e-4","1.64e-6"
"REACTOME_PATHWAY","p53-Dependent G1/S DNA damage checkpoint","0.30%","53","8945","53","11494","2.64e-5","2.94e-4","1.28","6.76e-2","2.44e-4","1.64e-6"
"REACTOME_PATHWAY","RHOB GTPase cycle","0.39%","69","8945","71","11494","2.74e-5","3.04e-4","1.25","7.02e-2","2.52e-4","3.95e-6"
"REACTOME_PATHWAY","TP53 Regulates Transcription of DNA Repair Genes","0.35%","61","8945","62","11494","2.93e-5","3.23e-4","1.26","7.50e-2","2.68e-4","3.18e-6"
"REACTOME_PATHWAY","Cellular response to hypoxia","0.35%","61","8945","62","11494","2.93e-5","3.23e-4","1.26","7.50e-2","2.68e-4","3.18e-6"
"REACTOME_PATHWAY","Formation of TC-NER Pre-Incision Complex","0.29%","52","8945","52","11494","3.33e-5","3.66e-4","1.28","8.47e-2","3.03e-4","2.11e-6"
"REACTOME_PATHWAY","Role of LAT2/NTAL/LAB on calcium mobilization","0.42%","75","8945","78","11494","3.49e-5","3.80e-4","1.24","8.85e-2","3.15e-4","6.18e-6"
"REACTOME_PATHWAY","FCGR activation","0.42%","75","8945","78","11494","3.49e-5","3.80e-4","1.24","8.85e-2","3.15e-4","6.18e-6"
"REACTOME_PATHWAY","Downstream TCR signaling","0.50%","88","8945","93","11494","3.71e-5","4.02e-4","1.22","9.39e-2","3.33e-4","8.44e-6"
"REACTOME_PATHWAY","Transcriptional regulation by RUNX2","0.57%","100","8945","107","11494","4.02e-5","4.35e-4","1.20","1.01e-1","3.60e-4","1.08e-5"
"REACTOME_PATHWAY","Transport of Mature Transcript to Cytoplasm","0.46%","81","8945","85","11494","4.07e-5","4.38e-4","1.22","1.03e-1","3.63e-4","8.37e-6"
"REACTOME_PATHWAY","Autophagy","0.82%","145","8945","160","11494","4.15e-5","4.44e-4","1.16","1.04e-1","3.68e-4","1.54e-5"
"REACTOME_PATHWAY","CD22 mediated BCR regulation","0.38%","67","8945","69","11494","4.17e-5","4.44e-4","1.25","1.05e-1","3.68e-4","6.19e-6"
"REACTOME_PATHWAY","Circadian Clock","0.38%","67","8945","69","11494","4.17e-5","4.44e-4","1.25","1.05e-1","3.68e-4","6.19e-6"
"REACTOME_PATHWAY","Asymmetric localization of PCP proteins","0.29%","51","8945","51","11494","4.21e-5","4.46e-4","1.28","1.06e-1","3.69e-4","2.71e-6"
"REACTOME_PATHWAY","Scavenging of heme from plasma","0.42%","74","8945","77","11494","4.27e-5","4.50e-4","1.23","1.07e-1","3.73e-4","7.66e-6"
"REACTOME_PATHWAY","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","0.33%","59","8945","60","11494","4.56e-5","4.79e-4","1.26","1.14e-1","3.97e-4","5.10e-6"
"REACTOME_PATHWAY","FCGR3A-mediated IL10 synthesis","0.56%","99","8945","106","11494","4.81e-5","5.03e-4","1.20","1.20e-1","4.17e-4","1.30e-5"
"REACTOME_PATHWAY","Oncogenic MAPK signaling","0.45%","80","8945","84","11494","4.95e-5","5.16e-4","1.22","1.23e-1","4.27e-4","1.03e-5"
"REACTOME_PATHWAY","SCF(Skp2)-mediated degradation of p27/p21","0.28%","50","8945","50","11494","5.31e-5","5.50e-4","1.28","1.32e-1","4.55e-4","3.49e-6"
"REACTOME_PATHWAY","mRNA Splicing - Minor Pathway","0.28%","50","8945","50","11494","5.31e-5","5.50e-4","1.28","1.32e-1","4.55e-4","3.49e-6"
"REACTOME_PATHWAY","Metabolism of amino acids and derivatives","1.74%","307","8945","356","11494","5.54e-5","5.70e-4","1.11","1.37e-1","4.72e-4","3.08e-5"
"REACTOME_PATHWAY","Interferon Signaling","1.40%","247","8945","283","11494","5.58e-5","5.73e-4","1.12","1.38e-1","4.74e-4","2.85e-5"
"REACTOME_PATHWAY","Ribosomal scanning and start codon recognition","0.33%","58","8945","59","11494","5.69e-5","5.75e-4","1.26","1.40e-1","4.76e-4","6.46e-6"
"REACTOME_PATHWAY","tRNA processing in the nucleus","0.33%","58","8945","59","11494","5.69e-5","5.75e-4","1.26","1.40e-1","4.76e-4","6.46e-6"
"REACTOME_PATHWAY","Regulated Necrosis","0.33%","58","8945","59","11494","5.69e-5","5.75e-4","1.26","1.40e-1","4.76e-4","6.46e-6"
"REACTOME_PATHWAY","Translation initiation complex formation","0.33%","58","8945","59","11494","5.69e-5","5.75e-4","1.26","1.40e-1","4.76e-4","6.46e-6"
"REACTOME_PATHWAY","Platelet degranulation","0.68%","120","8945","131","11494","6.85e-5","6.89e-4","1.18","1.66e-1","5.71e-4","2.30e-5"
"REACTOME_PATHWAY","Formation of RNA Pol II elongation complex","0.32%","57","8945","58","11494","7.08e-5","7.05e-4","1.26","1.72e-1","5.84e-4","8.18e-6"
"REACTOME_PATHWAY","RNA Polymerase II Transcription Elongation","0.32%","57","8945","58","11494","7.08e-5","7.05e-4","1.26","1.72e-1","5.84e-4","8.18e-6"
"REACTOME_PATHWAY","mRNA 3'-end processing","0.32%","57","8945","58","11494","7.08e-5","7.05e-4","1.26","1.72e-1","5.84e-4","8.18e-6"
"REACTOME_PATHWAY","Semaphorin interactions","0.36%","64","8945","66","11494","7.83e-5","7.76e-4","1.25","1.88e-1","6.43e-4","1.21e-5"
"REACTOME_PATHWAY","Metabolism of water-soluble vitamins and cofactors","0.67%","119","8945","130","11494","8.04e-5","7.94e-4","1.18","1.92e-1","6.58e-4","2.72e-5"
"REACTOME_PATHWAY","DNA Damage Bypass","0.27%","48","8945","48","11494","8.47e-5","8.27e-4","1.28","2.02e-1","6.85e-4","5.77e-6"
"REACTOME_PATHWAY","TGF-beta receptor signaling activates SMADs","0.27%","48","8945","48","11494","8.47e-5","8.27e-4","1.28","2.02e-1","6.85e-4","5.77e-6"
"REACTOME_PATHWAY","Defective CFTR causes cystic fibrosis","0.27%","48","8945","48","11494","8.47e-5","8.27e-4","1.28","2.02e-1","6.85e-4","5.77e-6"
"REACTOME_PATHWAY","Response to elevated platelet cytosolic Ca2+","0.70%","124","8945","136","11494","8.70e-5","8.47e-4","1.17","2.06e-1","7.01e-4","3.06e-5"
"REACTOME_PATHWAY","Golgi Associated Vesicle Biogenesis","0.32%","56","8945","57","11494","8.82e-5","8.55e-4","1.26","2.09e-1","7.09e-4","1.04e-5"
"REACTOME_PATHWAY","Resolution of Sister Chromatid Cohesion","0.67%","118","8945","129","11494","9.43e-5","9.12e-4","1.18","2.22e-1","7.55e-4","3.22e-5"
"REACTOME_PATHWAY","Clathrin-mediated endocytosis","0.76%","134","8945","148","11494","9.77e-5","9.41e-4","1.16","2.29e-1","7.80e-4","3.68e-5"
"REACTOME_PATHWAY","Regulation of TNFR1 signaling","0.27%","47","8945","47","11494","1.07e-4","1.02e-3","1.28","2.47e-1","8.46e-4","7.42e-6"
"REACTOME_PATHWAY","Dectin-1 mediated noncanonical NF-kB signaling","0.27%","47","8945","47","11494","1.07e-4","1.02e-3","1.28","2.47e-1","8.46e-4","7.42e-6"
"REACTOME_PATHWAY","Classical antibody-mediated complement activation","0.39%","69","8945","72","11494","1.16e-4","1.11e-3","1.23","2.66e-1","9.17e-4","2.23e-5"
"REACTOME_PATHWAY","NIK-->noncanonical NF-kB signaling","0.26%","46","8945","46","11494","1.35e-4","1.26e-3","1.28","3.01e-1","1.05e-3","9.55e-6"
"REACTOME_PATHWAY","Metabolism of polyamines","0.26%","46","8945","46","11494","1.35e-4","1.26e-3","1.28","3.01e-1","1.05e-3","9.55e-6"
"REACTOME_PATHWAY","G1 Phase","0.26%","46","8945","46","11494","1.35e-4","1.26e-3","1.28","3.01e-1","1.05e-3","9.55e-6"
"REACTOME_PATHWAY","Cyclin D associated events in G1","0.26%","46","8945","46","11494","1.35e-4","1.26e-3","1.28","3.01e-1","1.05e-3","9.55e-6"
"REACTOME_PATHWAY","Amino acids regulate mTORC1","0.31%","54","8945","55","11494","1.36e-4","1.27e-3","1.26","3.04e-1","1.05e-3","1.66e-5"
"REACTOME_PATHWAY","RHOJ GTPase cycle","0.31%","54","8945","55","11494","1.36e-4","1.27e-3","1.26","3.04e-1","1.05e-3","1.66e-5"
"REACTOME_PATHWAY","Hedgehog 'off' state","0.53%","93","8945","100","11494","1.38e-4","1.28e-3","1.20","3.07e-1","1.06e-3","3.96e-5"
"REACTOME_PATHWAY","COPII-mediated vesicle transport","0.38%","68","8945","71","11494","1.42e-4","1.31e-3","1.23","3.14e-1","1.09e-3","2.75e-5"
"REACTOME_PATHWAY","Macroautophagy","0.74%","131","8945","145","11494","1.53e-4","1.41e-3","1.16","3.34e-1","1.17e-3","5.89e-5"
"REACTOME_PATHWAY","snRNP Assembly","0.30%","53","8945","54","11494","1.70e-4","1.54e-3","1.26","3.63e-1","1.28e-3","2.10e-5"
"REACTOME_PATHWAY","Metabolism of non-coding RNA","0.30%","53","8945","54","11494","1.70e-4","1.54e-3","1.26","3.63e-1","1.28e-3","2.10e-5"
"REACTOME_PATHWAY","TAK1-dependent IKK and NF-kappa-B activation","0.25%","45","8945","45","11494","1.70e-4","1.54e-3","1.28","3.63e-1","1.28e-3","1.23e-5"
"REACTOME_PATHWAY","SUMOylation of transcription cofactors","0.25%","45","8945","45","11494","1.70e-4","1.54e-3","1.28","3.63e-1","1.28e-3","1.23e-5"
"REACTOME_PATHWAY","Regulation of RUNX3 expression and activity","0.25%","45","8945","45","11494","1.70e-4","1.54e-3","1.28","3.63e-1","1.28e-3","1.23e-5"
"REACTOME_PATHWAY","HDR through Homologous Recombination (HRR)","0.38%","67","8945","70","11494","1.73e-4","1.56e-3","1.23","3.68e-1","1.29e-3","3.40e-5"
"REACTOME_PATHWAY","Transcription of the HIV genome","0.38%","67","8945","70","11494","1.73e-4","1.56e-3","1.23","3.68e-1","1.29e-3","3.40e-5"
"REACTOME_PATHWAY","Regulation of lipid metabolism by PPARalpha","0.61%","108","8945","118","11494","1.93e-4","1.73e-3","1.18","4.02e-1","1.44e-3","6.58e-5"
"REACTOME_PATHWAY","RHOD GTPase cycle","0.29%","52","8945","53","11494","2.11e-4","1.88e-3","1.26","4.29e-1","1.56e-3","2.65e-5"
"REACTOME_PATHWAY","Stabilization of p53","0.25%","44","8945","44","11494","2.14e-4","1.90e-3","1.28","4.34e-1","1.58e-3","1.58e-5"
"REACTOME_PATHWAY","Negative regulation of NOTCH4 signaling","0.25%","44","8945","44","11494","2.14e-4","1.90e-3","1.28","4.34e-1","1.58e-3","1.58e-5"
"REACTOME_PATHWAY","PPARA activates gene expression","0.61%","107","8945","117","11494","2.26e-4","2.01e-3","1.18","4.52e-1","1.66e-3","7.78e-5"
"REACTOME_PATHWAY","Signaling by NOTCH4","0.41%","72","8945","76","11494","2.29e-4","2.02e-3","1.22","4.56e-1","1.67e-3","5.26e-5"
"REACTOME_PATHWAY","Transport of Mature mRNA derived from an Intron-Containing Transcript","0.41%","72","8945","76","11494","2.29e-4","2.02e-3","1.22","4.56e-1","1.67e-3","5.26e-5"
"REACTOME_PATHWAY","TP53 Regulates Metabolic Genes","0.44%","78","8945","83","11494","2.37e-4","2.08e-3","1.21","4.68e-1","1.72e-3","6.05e-5"
"REACTOME_PATHWAY","Transcriptional regulation of white adipocyte differentiation","0.44%","78","8945","83","11494","2.37e-4","2.08e-3","1.21","4.68e-1","1.72e-3","6.05e-5"
"REACTOME_PATHWAY","Formation of the ternary complex, and subsequently, the 43S complex","0.29%","51","8945","52","11494","2.61e-4","2.26e-3","1.26","5.01e-1","1.87e-3","3.35e-5"
"REACTOME_PATHWAY","Nuclear Envelope Breakdown","0.29%","51","8945","52","11494","2.61e-4","2.26e-3","1.26","5.01e-1","1.87e-3","3.35e-5"
"REACTOME_PATHWAY","Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer","0.29%","51","8945","52","11494","2.61e-4","2.26e-3","1.26","5.01e-1","1.87e-3","3.35e-5"
"REACTOME_PATHWAY","IRE1alpha activates chaperones","0.29%","51","8945","52","11494","2.61e-4","2.26e-3","1.26","5.01e-1","1.87e-3","3.35e-5"
"REACTOME_PATHWAY","Metabolism of carbohydrates","1.45%","256","8945","297","11494","2.68e-4","2.29e-3","1.11","5.10e-1","1.89e-3","1.49e-4"
"REACTOME_PATHWAY","Hh mutants are degraded by ERAD","0.24%","43","8945","43","11494","2.69e-4","2.29e-3","1.28","5.11e-1","1.89e-3","2.03e-5"
"REACTOME_PATHWAY","AUF1 (hnRNP D0) binds and destabilizes mRNA","0.24%","43","8945","43","11494","2.69e-4","2.29e-3","1.28","5.11e-1","1.89e-3","2.03e-5"
"REACTOME_PATHWAY","Formation of Incision Complex in GG-NER","0.24%","43","8945","43","11494","2.69e-4","2.29e-3","1.28","5.11e-1","1.89e-3","2.03e-5"
"REACTOME_PATHWAY","SARS-CoV-1 activates/modulates innate immune responses","0.24%","43","8945","43","11494","2.69e-4","2.29e-3","1.28","5.11e-1","1.89e-3","2.03e-5"
"REACTOME_PATHWAY","NRAGE signals death through JNK","0.33%","58","8945","60","11494","2.70e-4","2.29e-3","1.24","5.13e-1","1.90e-3","4.59e-5"
"REACTOME_PATHWAY","Epigenetic regulation of gene expression","1.57%","278","8945","324","11494","2.80e-4","2.36e-3","1.10","5.25e-1","1.96e-3","1.61e-4"
"REACTOME_PATHWAY","Adipogenesis","0.57%","100","8945","109","11494","2.88e-4","2.42e-3","1.18","5.34e-1","2.00e-3","9.59e-5"
"REACTOME_PATHWAY","Hemostasis","3.29%","581","8945","699","11494","3.02e-4","2.53e-3","1.07","5.51e-1","2.09e-3","2.12e-4"
"REACTOME_PATHWAY","Signaling by BRAF and RAF1 fusions","0.36%","64","8945","67","11494","3.11e-4","2.60e-3","1.23","5.62e-1","2.15e-3","6.39e-5"
"REACTOME_PATHWAY","Extension of Telomeres","0.28%","50","8945","51","11494","3.24e-4","2.68e-3","1.26","5.78e-1","2.22e-3","4.23e-5"
"REACTOME_PATHWAY","SARS-CoV-2 modulates host translation machinery","0.28%","50","8945","51","11494","3.24e-4","2.68e-3","1.26","5.78e-1","2.22e-3","4.23e-5"
"REACTOME_PATHWAY","Retrograde transport at the Trans-Golgi-Network","0.28%","50","8945","51","11494","3.24e-4","2.68e-3","1.26","5.78e-1","2.22e-3","4.23e-5"
"REACTOME_PATHWAY","GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2","0.24%","42","8945","42","11494","3.39e-4","2.75e-3","1.28","5.94e-1","2.28e-3","2.61e-5"
"REACTOME_PATHWAY","tRNA modification in the nucleus and cytosol","0.24%","42","8945","42","11494","3.39e-4","2.75e-3","1.28","5.94e-1","2.28e-3","2.61e-5"
"REACTOME_PATHWAY","Formation of WDR5-containing histone-modifying complexes","0.24%","42","8945","42","11494","3.39e-4","2.75e-3","1.28","5.94e-1","2.28e-3","2.61e-5"
